stock,buy_date,sell_date,buy_price,sell_price,quantity,profit,profit_percent
TCS,2018-12-12,2018-12-13,2016.5,1981.35,85.0,-2987.75,-0.017431192660550505
VEDL,2018-11-21,2018-12-17,201.95,205.3,958.0,3209.3000000000466,0.01658826442188672
JUBLFOOD,2018-12-13,2018-12-17,247.32,254.27,687.0,4774.650000000023,0.028101245350153715
CUMMINSIND,2018-12-17,2018-12-18,829.9,819.95,233.0,-2318.3499999999767,-0.01198939631280869
PNB,2018-12-17,2018-12-18,72.8,74.4,2434.0,3894.4000000000233,0.021978021978022098
LAURUSLABS,2018-12-11,2018-12-21,77.45,78.15,2428.0,1699.6000000000058,0.00903808908973535
SUNPHARMA,2018-12-18,2019-01-01,432.75,432.7,422.0,-21.10000000000582,-0.00011554015020222153
JSWSTEEL,2018-12-21,2019-01-02,307.3,287.5,615.0,-12177.0,-0.0644321509925155
HCLTECH,2019-01-01,2019-01-02,480.0,473.05,381.0,-2647.9499999999825,-0.014479166666666644
TRENT,2019-01-02,2019-01-03,352.4,348.4,511.0,-2044.0,-0.011350737797956869
BALKRISIND,2018-12-18,2019-01-07,926.0,881.4,204.0,-9098.399999999994,-0.04816414686825057
DEEPAKNTR,2019-01-02,2019-01-17,220.5,227.1,806.0,5319.600000000006,0.02993197278911562
GMRINFRA,2019-01-17,2019-01-28,16.35,15.4,11175.0,-10616.25000000003,-0.05810397553516826
CIPLA,2018-11-21,2019-01-28,522.0,491.9,362.0,-10896.200000000012,-0.05766283524904219
ICICIGI,2019-01-28,2019-01-29,818.45,837.95,211.0,4114.5,0.023825523856069397
BALRAMCHIN,2019-01-29,2019-02-01,100.25,102.95,1775.0,4792.5,0.026932668329177085
BAJAJ-AUTO,2019-01-28,2019-02-04,2563.0,2647.0,69.0,5796.0,0.03277409285992977
ITC,2019-02-04,2019-02-05,277.4,274.1,659.0,-2174.6999999999534,-0.01189617880317215
ICICIBANK,2019-02-01,2019-02-06,353.45,359.25,515.0,2987.0,0.016409676050360762
ABB,2019-02-05,2019-02-06,1258.9,1259.5,143.0,85.79999999998836,0.00047660656128358805
IGL,2019-02-06,2019-02-07,299.75,300.5,618.0,463.5,0.0025020850708924102
IOC,2019-01-07,2019-02-07,88.8,92.1,2024.0,6679.200000000012,0.03716216216216213
GAIL,2019-02-06,2019-02-07,113.43,112.97,1593.0,-732.7800000000279,-0.004055364542008357
ESCORTS,2019-02-07,2019-02-11,681.05,640.0,278.0,-11411.899999999994,-0.060274576022318414
BEL,2018-12-06,2019-02-11,27.32,25.63,6276.0,-10606.440000000002,-0.061859443631039575
NIFTY FINANCIAL SERVICES,2019-02-11,2019-02-12,11502.4,11361.35,15.0,-2115.75,-0.012262658227848038
PNB,2019-02-11,2019-02-12,71.0,71.3,2367.0,710.1000000000058,0.004225352112676016
TRENT,2019-02-12,2019-02-13,340.7,344.5,496.0,1884.8000000000175,0.011153507484590583
APOLLOHOSP,2019-02-13,2019-02-15,1151.0,1149.85,148.0,-170.20000000001164,-0.00099913119026941
TVSMOTOR,2019-02-07,2019-02-18,503.0,469.3,359.0,-12098.299999999988,-0.0669980119284294
BIOCON,2019-02-15,2019-02-19,308.4,306.67,553.0,-956.6899999999732,-0.005609597924772897
ULTRACEMCO,2019-02-07,2019-02-20,3564.4,3580.05,51.0,798.1500000000233,0.0043906407810571455
INDHOTEL,2019-02-18,2019-02-20,134.3,138.6,1257.0,5405.099999999977,0.03201787043931484
RAMCOCEM,2019-02-20,2019-02-21,624.8,641.9,290.0,4959.0,0.027368758002560858
AMBUJACEM,2019-02-19,2019-02-21,199.5,209.55,850.0,8542.5,0.050375939849624116
NMDC,2019-01-03,2019-02-22,93.85,96.95,1899.0,5886.900000000023,0.03303143313798624
LICHSGFIN,2019-02-21,2019-02-28,463.85,476.55,386.0,4902.200000000012,0.027379540799827504
FEDERALBNK,2019-02-28,2019-03-01,84.2,85.65,2303.0,3339.350000000006,0.017220902612826636
INDIGO,2019-03-01,2019-03-05,1122.0,1190.0,175.0,11900.0,0.06060606060606061
NIFTYPHARMA,2019-02-20,2019-03-05,8618.0,9061.6,20.0,8872.0,0.05147365978185198
PAGEIND,2019-02-22,2019-03-06,21600.0,23217.0,8.0,12936.0,0.07486111111111111
GODREJPROP,2019-03-05,2019-03-06,709.05,700.0,282.0,-2552.0999999999767,-0.01276355687187075
VOLTAS,2019-03-05,2019-03-06,600.0,596.0,317.0,-1268.0,-0.006666666666666667
BIOCON,2019-03-06,2019-03-07,313.5,305.6,595.0,-4700.5,-0.025199362041467232
KOTAKBANK,2019-03-06,2019-03-07,1243.8,1235.7,158.0,-1279.7999999999884,-0.006512301013024529
POWERGRID,2019-03-06,2019-03-07,105.0,105.42,1806.0,758.5199999999895,0.0040000000000000166
AMBUJACEM,2019-03-07,2019-03-08,221.0,226.75,826.0,4749.5,0.026018099547511313
MARICO,2019-03-07,2019-03-08,337.5,334.4,565.0,-1751.5,-0.009185185185185253
ZYDUSLIFE,2019-02-21,2019-03-11,312.5,333.15,599.0,12369.349999999977,0.06607999999999993
FEDERALBNK,2019-03-08,2019-03-11,87.5,91.4,2145.0,8365.5,0.04457142857142864
HINDPETRO,2019-03-08,2019-03-11,250.25,263.25,754.0,9802.0,0.05194805194805195
NTPC,2019-03-11,2019-03-12,124.71,126.25,1592.0,2451.680000000022,0.012348648865367703
GODREJPROP,2019-03-11,2019-03-12,704.5,710.85,278.0,1765.3000000000175,0.009013484740951061
NATIONALUM,2019-03-07,2019-03-13,57.25,52.65,3390.0,-15594.0,-0.08034934497816597
MPHASIS,2019-03-12,2019-03-15,984.0,985.1,202.0,222.20000000001164,0.0011178861788618117
CHOLAFIN,2019-03-15,2019-03-18,280.0,278.6,705.0,-986.9999999999709,-0.004999999999999919
LTIM,2019-03-18,2019-03-20,1576.0,1662.0,124.0,10664.0,0.05456852791878172
TATACHEM,2019-02-12,2019-03-29,567.95,593.0,299.0,7489.9499999999825,0.044105995246060306
APOLLOTYRE,2019-03-20,2019-03-29,220.6,222.3,906.0,1540.2000000000116,0.007706255666364538
CONCOR,2019-03-13,2019-04-01,518.0,530.85,349.0,4484.649999999994,0.024806949806949852
GUJGASLTD,2019-03-29,2019-04-01,149.0,145.35,1342.0,-4898.3000000000175,-0.02449664429530205
