stock,year,Monday,Tuesday,Wednesday,Thursday,Friday
PIDILITIND,2018,23.07948490230907,31.086858685868584,20.71870043209539,23.977900552486187,21.026317235316757
PIDILITIND,2019,27.19600725952813,25.862068965517242,23.447871043482195,25.502416113444422,26.5158371040724
PIDILITIND,2020,26.509365994236315,25.571428571428573,24.665480427046262,26.36103151862464,23.833214030064426
PIDILITIND,2021,34.459686450167965,37.86780028340419,36.57775176296793,37.4110671936759,39.39291164999153
PIDILITIND,2022,1.4963651050080848,-2.75150142947598,-2.3132347364429275,-1.1700335106684956,-6.077287239898708
PIDILITIND,2023,4.466403162055336,5.288054082819248,7.329749103942659,7.556849694952857,7.328712871287137
PIDILITIND,2024,0.7780659503519822,0.031158357771257666,-2.523431867339582,-1.1535688536409516,0.3400735294117647
PIIND,2017,18.955042527339003,17.184049079754597,18.76235177865612,18.702809753682388,19.513715710723194
PIIND,2018,-10.074763423432847,-13.93011010052656,-10.529359196761813,-12.945973496432211,-12.582781456953644
PIIND,2019,68.61046511627906,68.61143523920653,71.89489524250492,69.77325581395348,72.09877998467613
PIIND,2020,56.91114245416079,56.140103100063556,51.96416264645073,52.57301808066759,57.961165048543705
PIIND,2021,28.063766190634343,33.33333333333333,34.97757847533632,36.42595978062157,33.847509916262666
PIIND,2022,14.553219448094612,15.614617940199334,15.379598662207355,16.291143535799115,15.95355144939821
PIIND,2023,0.2599004449143183,1.293229562876699,3.7465705161841596,4.833659491193743,6.814724672954061
PIIND,2024,-1.9636070482552064,-1.3773314203730271,-0.517447642658436,1.3446649979626235,-0.1390901188061484
PNB,2017,28.868194842406886,28.41369157158631,26.647144948755496,18.641114982578397,19.13194444444445
PNB,2018,-53.96404361921604,-55.19421860885275,-53.03303303303303,-56.32183908045977,-55.457646389994316
PNB,2019,-20.01239157372987,-19.449656035021885,-18.665811417575373,-19.408740359897166,-20.158827122785585
PNB,2020,-47.19740048740861,-46.16006467259499,-49.65357967667436,-50.52395209580839,-43.855606758832565
PNB,2021,4.341736694677863,4.634831460674153,5.405405405405402,4.922644163150493,7.173601147776183
PNB,2022,41.524310118265454,41.015625,41.343669250645995,43.629343629343616,45.05776636713735
PNB,2023,59.16230366492148,53.50043215211754,63.7900355871886,67.42756804214221,69.83141082519964
PNB,2024,-2.259887005649706,-2.1166752710376846,-1.9719771665801678,-2.6721479958889973,0.6176016469377192
POLYCAB,2019,57.89641943734014,51.56154317207592,50.70422535211267,48.61831411099929,49.63582829691618
POLYCAB,2020,9.890625000000004,8.15879962488277,3.7666397741024626,5.570645210885053,5.583756345177665
POLYCAB,2021,123.86127386127386,110.23622047244095,103.9845376152245,85.81341557440247,138.2933436532508
POLYCAB,2022,4.872107186358099,5.851279967492888,5.388820027228574,5.194274028629857,4.339102590085533
